time_s,x,y,vx,vy
19200.0,-388983822.0224442,-6445782.249643025,50.47131156467804,-1007.4093737462523
19260.0,-388980789.0042062,-6506226.733529651,50.629296987108845,-1007.4067435127154
19320.0,-388977746.5068057,-6566671.058864544,50.78728364456132,-1007.4040886881571
19380.0,-388974694.53016883,-6627115.224172223,50.9452715332909,-1007.4014092718726
19440.0,-388971633.07422173,-6687559.227977163,51.103260649552745,-1007.3987052631572
19500.0,-388968562.13889086,-6748003.068803797,51.261250989601756,-1007.3959766613071
19560.0,-388965481.7241029,-6808446.745176514,51.41924254969257,-1007.3932234656188
19620.0,-388962391.82978487,-6868890.255619664,51.57723532607955,-1007.3904456753895
19680.0,-388959292.4558638,-6929333.598657554,51.73522931501681,-1007.3876432899168
19740.0,-388956183.602267,-6989776.772814448,51.893224512758174,-1007.384816308499
19800.0,-388953065.2689222,-7050219.776614568,52.051220915557224,-1007.3819647304348
19860.0,-388949937.45575714,-7110662.608582094,52.20921851966727,-1007.3790885550234
19920.0,-388946800.1626998,-7171105.267241165,52.36721732134135,-1007.3761877815647
19980.0,-388943653.38967854,-7231547.751115876,52.52521731683225,-1007.373262409359
20040.0,-388940497.1366218,-7291990.058730282,52.68321850239248,-1007.3703124377072
20100.0,-388937331.40345824,-7352432.188608395,52.841220874274285,-1007.3673378659107
20160.0,-388934156.1901168,-7412874.1392741855,52.999224428729654,-1007.3643386932715
20220.0,-388930971.4965267,-7473315.909251582,53.15722916201031,-1007.3613149190921
20280.0,-388927777.32261735,-7533757.49706447,53.3152350703677,-1007.3582665426756
20340.0,-388924573.6683183,-7594198.901236696,53.47324215005302,-1007.3551935633254
20400.0,-388921360.5335593,-7654640.120292063,53.63125039731719,-1007.3520959803458
20460.0,-388918137.9182706,-7715081.152754331,53.78925980841087,-1007.3489737930413
20520.0,-388914905.82238233,-7775521.997147221,53.94727037958446,-1007.3458270007172
20580.0,-388911664.24582505,-7835962.651994411,54.105282107088094,-1007.3426556026792
